Argument ID,Worker ID,Premise,simplified_Value_lvl2_ann
A22133,W015,voter turnout these days are dropping steadily so we need to make everyone vote to show the true representation of the people,"[0, 0, 0, 0, 0, 0, 0, 1]"
A22134,W015,The blockade of the Gaza Strip should not be ended because Hamas has acted in bad faith in past negotiations and cannot be trusted.,"[1, 0, 0, 0, 0, 0, 0, 1]"
A22141,W015,uniforms remove some types of peer pressure surrounding students' appearance.,"[0, 0, 0, 1, 0, 0, 1, 0]"
A22142,W015,"The more rights we have as individuals, the happier we are.","[0, 0, 0, 0, 1, 0, 1, 0]"
A22144,W015,missions can provide much needed infrastructure and healthcare projects.,"[0, 0, 0, 1, 0, 0, 0, 0]"
A22198,W015,we should ban whaling because it is leading to the extinction of whales,"[0, 1, 0, 0, 0, 0, 0, 0]"
A22199,W015,Remaining celibate has a long history and a major tenet of some religions,"[0, 1, 0, 0, 0, 0, 0, 1]"
A22227,W015,cannabis is a holistic and natural cure for cancer patients and should therefore be legalized,"[1, 0, 0, 0, 0, 0, 0, 0]"
A22229,W015,we should not because we are messing with the natural order of things and can cause more problems.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A22467,W015,A system that fires the competent along with the incompetent solely because of age is irrational and cruel,"[0, 0, 0, 0, 0, 1, 0, 0]"
A22468,W015,"while i believe that holocaust denial is about fostering antisemitism today. i still think that type of speech as long as it's not a direct call to action should be protected, even if it is detestable.","[0, 0, 0, 0, 0, 0, 1, 0]"
A23037,W015,cannabis can lead to experimentation with more dangerous drugs.  legalizing it would make it easier for youth to acquire.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A23038,W015,subsidizing student loans lets the students work in their classes not at jobs to pay for their education,"[0, 0, 0, 1, 0, 0, 0, 0]"
A23040,W015,human cloning can aid in research for medical issues as well as preserving the continuation of humankind.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A23046,W015,blockading a terror entity is the only solution other than combating it,"[1, 0, 0, 0, 0, 0, 0, 0]"
A23047,W015,intellectual properties allow large corporations to have monopolies over their products and restrict the free market.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A23048,W015,"surrogacy can be dangerous for the surrogate, and can create an emotional bond between birth mother and child that makes it very difficult for the birth mother to surrender the child to the surrogate couple","[0, 1, 0, 0, 0, 0, 0, 0]"
A23062,W015,There is much greater wealth disparity in a libertarian society.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A23063,W015,"economic sanctions have little effect when power is concentrated to an individual like a dictator, because the dictator doesn't care about the suffering of their people.","[1, 0, 0, 0, 0, 1, 0, 0]"
A23081,W015,people should have the right to choose what they want to do to their body.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A23082,W015,by allowing the organ trade the poorest of society will resort to selling body parts just to survive which will harm them in the end.,"[1, 1, 0, 0, 0, 0, 0, 0]"
A23085,W015,some women need the income to provide for their children and themselves,"[0, 0, 0, 1, 0, 0, 0, 0]"
A23141,W015,subsidising vocational education would encourage more people into useful trades where they can find employment at the end of their course.,"[0, 0, 0, 1, 0, 0, 0, 0]"
A23142,W015,algorithmic trading is unfair to investors who are trying to invest hard earned money as a second income,"[0, 0, 0, 1, 0, 1, 0, 0]"
A23144,W015,factory farming is an efficient way to produce cheap food for the masses.,"[1, 0, 0, 1, 0, 0, 0, 0]"
A23159,W015,public defenders do not have an agenda besides the task at hand and are more efficient than a lawyer who is trying to rack up the fees.,"[1, 0, 0, 0, 0, 0, 0, 1]"
A23333,W015,the games serve no positive purpose. there are world games and high level competitions in most sports which make the olympics obsolete. they are also a financial albatross to the country that holds them.,"[0, 0, 1, 0, 0, 0, 0, 0]"
A23335,W015,payday loans are legalized usury and lead families into a debt trap that they can never escape.,"[0, 0, 0, 1, 0, 0, 0, 0]"
A23411,W015,by providing a high compensation to the executives of a company you can get a higher quality employee and the business will make more money. therefore we should not limit their pay.,"[1, 1, 0, 0, 0, 0, 0, 0]"
A23413,W015,it is dangerous to have a community where so many people have lethal weapons,"[0, 0, 1, 0, 0, 0, 0, 0]"
A23414,W015,"The blockade has hit Israeli businesses which long sold into Gaza and bought Gaza's fruit, flowers and other goods.","[0, 1, 1, 0, 0, 0, 0, 0]"
A23415,W015,"zero-tolerance policies ensures pupils know exactly where they are in terms of rules and regulations leaving no room for ambiguity, thus ensuring better behaviour.","[0, 0, 0, 1, 0, 0, 0, 0]"
A24005,W015,"Intelligence tests harm people by enforcing the concept of a uniform, almost two-dimensional intelligence, even though intelligence is a much broader concept.","[0, 0, 0, 0, 0, 0, 1, 0]"
A24161,W015,we should adopt atheism so as not to be tied to doing things by some religions,"[0, 0, 0, 0, 1, 0, 1, 0]"
A24164,W015,intelligence tests help to identify people that need extra help and therefore are an essential tool,"[1, 0, 0, 0, 0, 0, 0, 0]"
A24196,W015,children are far too easy to exploit and they sometimes end up being far too precocious at an early age due to fame and all it brings.,"[0, 0, 0, 0, 0, 1, 0, 0]"
A24200,W015,compulsory voting shouldn't be introduced because it violates freedom of choice.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A24212,W015,"study of over 100 trials, which proves that homeopathic treatment doesn't work and is no better than placebo","[1, 0, 0, 0, 0, 0, 0, 0]"
A24215,W015,High executive compensation is necessary to get the best executives for your company,"[1, 0, 0, 0, 0, 0, 0, 0]"
A24352,W015,the right to bear arms is a constitutional right for all citizens.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A24353,W015,whaling is unnecessary for human survival and endangers whales as a species.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A24355,W015,vocational education allows to develop citizens with skills still necessary for our society,"[0, 0, 1, 0, 0, 0, 0, 0]"
A24467,W015,parents who want a biological child but can't need surrogates in order to have their own genetic children.,"[0, 0, 0, 0, 1, 0, 0, 0]"
A24468,W015,"people have a right to protect themselves with weapons, especially nowadays","[1, 0, 0, 0, 0, 0, 0, 0]"
A24469,W015,people should be able to assess the risks of eating fast food themselves,"[0, 0, 0, 0, 0, 0, 0, 1]"
A25083,W015,the use of public defenders shouldn't be mandatory because people should be able to pick their lawyers not have one forced on them,"[0, 0, 0, 0, 1, 0, 1, 0]"
A25086,W015,"in today society, which is multicultural and multi-faith, the school prayer is enforcing one ideology onto thos who may hold other backgrounds and religiions","[0, 0, 0, 0, 0, 1, 1, 0]"
A25089,W015,"most people can't afford to go to college, and we don't want them to graduate with massive debts","[0, 0, 1, 0, 0, 0, 0, 0]"
A25090,W015,the catholic church is suffering and churches closing due to the lack of priests.  many men choose to leave the priesthood because they want to marry.  ending the vow of celibacy would help end this problem,"[1, 0, 0, 0, 1, 0, 0, 0]"
A25122,W015,autonomous cars will help prevent wrecks in the future.,"[0, 0, 1, 0, 0, 0, 0, 0]"
A25264,W015,child actors are all too often traumatised or abused so their use should be banned.,"[0, 0, 0, 0, 0, 1, 0, 0]"
A25272,W015,telemarkerting provides much needed  jobs to people without other skill sets,"[0, 0, 0, 1, 0, 0, 0, 0]"
A25273,W015,zoos keeping animals in cages while all animals should be free and to live in nature.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A25274,W015,an effective measure to avoid bullying is to adopt zero tolerance and more severe punishments,"[1, 0, 0, 1, 0, 0, 0, 0]"
A25275,W015,"cosmetic surgery, other than for disfigurments, should be banned.  society puts too much pressure on people to look perfect.  people should embrace individuality.","[0, 0, 0, 0, 0, 0, 1, 0]"
A17001,W015,It is difficult to differentiate between a good professional homeopathic doctor and a quack.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A17002,W015,"schools already have systems and hierarchies, there is no need to employ further policies.","[0, 0, 0, 0, 0, 0, 0, 1]"
A17005,W015,each case has different circumstances and certain things need to be taken into consideration for each one. judicial activism allow the court to consider the circumstances of each crime.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A17013,W015,we should not ban the church of scientology as people have the right to support any religion they choose and the church contributes money to good causes.,"[1, 0, 0, 0, 0, 0, 1, 0]"
A17014,W015,It is not the government's role to protect citizens from bad decisions.,"[0, 0, 0, 0, 0, 0, 0, 1]"
A17015,W015,we should not ban human cloning as we need to continue to work to the betterment of the health and welfare of the people.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A18211,W015,minors are too immature to make this decision,"[0, 0, 0, 0, 0, 0, 0, 1]"
A18213,W015,targeted killing may be necessary in very limited circumstances where there is an immediate threat to life of civilians or military personnel,"[0, 0, 1, 0, 0, 0, 0, 0]"
A18214,W015,executive compensation could encourage money laundering and corruption,"[0, 0, 1, 0, 0, 0, 0, 0]"
A18215,W015,"we should  not ban targeted killing, it prevents mass military campaigns and minimises casualties","[0, 0, 1, 0, 0, 0, 0, 0]"
A18246,W015,"we should, if it's subsidised it could mean better journalism","[1, 0, 0, 0, 0, 0, 0, 0]"
A18250,W015,foster care is often detrimental to children as they are passed through many families and a stable home is often not provided.,"[0, 0, 0, 0, 1, 0, 0, 0]"
A18492,W015,many peoples make there livelihoods on whaling,"[0, 0, 0, 1, 0, 0, 0, 0]"
A18493,W015,legalising organ trade would put an end to the black market trading.,"[0, 0, 1, 0, 0, 0, 0, 0]"
A19071,W015,"Even if you are convicted of a crime because of entrapment, your intention existed to commit a crime, and when determining guilt and punishment intention is ultimately the most important factor.","[0, 0, 0, 0, 0, 1, 0, 1]"
A19072,W015,uniform policies detract from more effective efforts to reduce problems in education,"[1, 0, 0, 0, 0, 0, 0, 0]"
A19073,W015,"We should subsidize not vocational education because it will discourage students from going into traditional higher education, and therefore limit their career options.","[0, 0, 0, 0, 0, 1, 0, 0]"
A19132,W015,autonomous cars are our future and provide many benefits,"[1, 0, 0, 0, 0, 0, 0, 0]"
A19133,W015,uniforms create equality and create a sense of belonging in the group,"[1, 0, 0, 0, 0, 0, 0, 0]"
A19157,W015,to mess with nature could cause unforeseen consequences,"[1, 0, 0, 0, 0, 0, 0, 0]"
A19158,W015,when it is known that someone has committed a crime but it cannot be proven then entrapment provides an effective way of proving what they are capable of.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A19160,W015,The fact that poor people get stuck with public defenders while rich people get private lawyers contributes to disparate jailing and sentencing that overwhelmingly harms the poor.,"[0, 0, 0, 0, 0, 1, 0, 0]"
A19168,W015,autonomous cars are a danger to everyone on the roads they can not react the way a human driver can.,"[0, 0, 1, 0, 1, 0, 0, 0]"
A19188,W015,an austerity regime would help to get our country back on a solid financial footing.,"[0, 0, 1, 0, 0, 0, 0, 0]"
A19190,W015,factory farming is harming the environment on a large scale,"[0, 0, 1, 0, 0, 0, 0, 0]"
A19217,W015,"safe spaces are  a waste of time, and, honestly, can't even really be considered all that ""safe.""","[1, 0, 0, 0, 0, 0, 0, 0]"
A19218,W015,there is no fast food that is healthy so banning it would improve public health immeasureably.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A19236,W015,payday loans are predatory and negatively impact the poor and uneducated,"[0, 0, 0, 0, 0, 1, 0, 0]"
A19239,W015,"if people believe that they will be happier after cosmetic surgery, they should not be prevented from seeking that happiness","[0, 0, 0, 1, 0, 0, 0, 0]"
A19240,W015,it is not fair for opinion to overrule when there are so many different ones.,"[0, 0, 0, 0, 0, 1, 0, 0]"
A19311,W015,"it provides more jobs for people that need to earn an income for their families, so mandatory retirement is a good idea","[0, 0, 0, 0, 1, 0, 0, 0]"
A19313,W015,it gives more people an opportunity to improve a product already on that market without worrying about copyright infringement.,"[0, 0, 1, 1, 0, 0, 0, 0]"
A19316,W015,we should legalize cannabis as it appears to do more good than harm for those that have illnesses.,"[1, 0, 0, 0, 0, 0, 0, 0]"
